monthly_cash_flow_sar,registration_age_months,defaulted
219514.44,56,0
103507.91,176,0
61919.65,75,0
94680.03,139,0
27442.48,208,0
72226.27,196,0
22312.75,229,0
217136.00,200,0
165612.10,149,0
93749.12,148,0
201276.49,34,0
208633.60,63,0
171165.32,37,0
-30631.14,12,1
74428.39,187,0
83603.33,88,0
44819.60,195,0
72913.64,85,1
44580.62,22,1
173521.47,75,0
29503.18,163,1
176543.48,213,0
121331.57,191,0
89617.19,216,0
184301.62,129,0
49948.33,233,0
116143.23,192,0
7680.67,30,1
-45384.39,55,1
27055.98,101,0
82585.19,16,0
68732.67,27,0
91871.28,116,0
-24046.88,143,0
41558.99,8,1
156620.05,196,0
166181.00,189,0
-3230.36,175,0
-16005.81,78,1
247760.93,116,0
158478.93,70,0
-17332.84,131,1
-23057.26,196,0
232313.83,220,0
-9936.68,168,0
77360.96,49,0
174414.47,42,0
139295.70,169,0
18058.73,173,1
181294.82,233,0
92229.25,200,0
222050.65,148,0
30638.03,21,0
97100.23,96,0
-6584.96,144,0
29729.30,29,1
202628.94,236,0
64826.71,123,0
-20299.53,133,0
245003.01,69,0
-9598.52,227,0
-18203.05,58,1
202219.54,182,0
189940.90,111,0
122066.11,208,0
135594.84,69,0
190760.96,223,0
4336.57,239,0
193253.56,28,0
-17393.38,36,1
248529.84,20,0
231952.92,85,0
209731.59,52,0
-34380.67,184,0
155995.90,118,0
148818.00,155,0
47003.19,201,0
34573.57,96,1
126884.61,24,0
12049.94,53,1
118349.84,227,0
75769.40,229,0
112435.99,93,0
8727.88,181,1
181280.44,70,0
-4450.48,234,1
166813.07,46,1
200362.16,136,0
215341.92,71,0
138333.82,46,0
-19456.25,167,1
187794.94,67,0
35079.24,28,1
234931.71,84,0
13201.58,116,0
211743.69,146,0
74815.58,86,0
-16188.37,170,0
230795.04,125,0
117290.91,26,0
-21654.51,172,1
115062.52,121,0
35152.88,188,0
212651.37,63,0
88729.99,26,1
53609.98,87,0
66865.07,203,0
155787.35,53,0
107857.46,132,0
176558.64,224,0
73389.37,39,0
45864.68,204,0
59461.10,28,1
-37079.10,77,1
59616.01,93,1
42993.15,12,1
-1446.60,44,1
204039.74,90,0
7262.32,181,0
1881.83,8,0
33095.86,185,0
152526.93,122,0
8128.07,152,0
222163.11,227,0
97378.21,164,0
-15524.26,52,1
138667.03,8,0
222080.82,150,0
-13868.09,134,0
111232.57,69,0
45275.07,68,0
85580.19,124,0
35605.28,202,0
-10475.36,17,1
-40232.96,139,1
34602.34,7,0
236458.34,198,0
-21971.33,171,0
35472.68,231,0
22883.03,135,1
207755.93,51,1
128526.14,109,0
185614.50,79,0
78811.75,110,1
214128.19,159,0
108504.47,22,0
224431.74,143,0
147830.94,96,0
195733.77,165,0
208540.60,60,0
200104.23,220,0
197312.98,25,0
35402.83,41,1
159015.99,73,0
152118.37,91,0
41798.34,17,1
135438.62,2,0
76115.19,61,0
140638.39,41,0
84290.90,34,0
161413.74,203,0
142394.52,128,0
147396.63,44,0
26944.94,39,0
224191.62,133,0
-19694.91,146,1
5211.00,82,1
11682.01,167,0
-35470.19,79,0
146534.85,160,0
-48809.26,32,1
-156.94,140,0
121560.65,149,0
-1897.01,158,0
-25082.45,217,1
86871.17,223,0
95595.81,51,0
18964.39,147,1
-43912.85,28,1
90163.93,234,0
61998.11,94,0
124807.01,231,0
7196.56,202,0
40474.11,161,0
149359.63,124,0
77607.45,69,0
32066.09,11,0
145012.37,167,0
14412.10,90,0
-33117.86,19,1
59478.19,50,0
123288.96,42,1
142504.36,222,0
-18477.78,65,1
56304.14,179,0
74535.88,194,0
102671.36,204,0
-42498.58,7,1
49949.49,82,1
83950.80,103,1
48555.98,192,0
94465.70,161,0
83325.21,110,0
215229.92,222,0
130709.88,10,0
-37423.70,210,1
211000.02,33,0
185771.72,56,0
62104.38,140,0
215580.48,2,1
189943.62,219,0
-42460.29,38,1
70190.26,86,0
247015.15,50,0
-48853.08,39,1
41918.71,104,0
106677.03,206,0
-3178.65,135,0
159689.83,227,0
92450.21,48,0
-10009.43,181,0
207032.14,229,0
202122.70,181,0
67145.64,167,0
182114.24,165,0
237367.30,143,0
244346.88,102,0
99502.53,135,0
231980.22,110,0
222385.69,74,0
57422.60,206,0
204142.23,6,0
64078.41,42,0
240043.08,212,0
-35394.16,136,1
167230.14,146,0
15042.88,170,0
83599.30,198,0
197456.21,97,1
31394.18,42,1
-6898.10,51,1
108760.10,74,0
94171.36,238,0
-20497.42,121,1
-17433.86,207,0
189513.86,66,0
218468.24,218,0
16838.27,209,0
248113.72,114,0
19473.04,122,0
152044.05,185,0
-34444.74,139,0
214017.12,237,0
223523.47,240,0
75339.43,70,0
-44246.43,196,0
240528.91,204,0
186557.98,218,0
103635.71,31,1
-29504.35,67,1
115551.49,95,1
55763.79,36,0
71792.96,114,0
151284.31,32,0
-27209.55,159,1
26872.26,56,1
175334.95,167,0
133680.53,52,0
-678.57,14,0
237151.36,60,0
247719.92,194,0
155983.79,67,0
204089.34,156,0
11991.57,29,1
-9850.16,35,0
23326.03,75,0
225375.35,44,0
215538.03,49,0
201438.29,233,0
239068.32,165,0
163947.18,205,0
-41283.30,238,0
50848.32,61,1
103060.32,165,0
-14534.03,141,0
18036.85,167,0
58045.05,70,0
-36866.27,60,1
-33249.18,219,0
242897.78,7,0
188242.07,217,0
194700.37,134,0
249737.57,35,0
115836.27,28,1
73010.77,131,0
195286.11,164,0
-26854.12,130,1
70109.06,178,0
198906.36,89,0
151294.32,137,0
230632.69,225,0
22616.33,218,0
9413.38,121,1
95835.71,29,0
34462.69,47,0
-13174.49,108,1
89829.33,161,0
207242.46,117,0
160635.87,12,0
127823.45,112,0
48116.27,234,0
233255.45,212,0
192655.83,142,0
123336.34,53,0
-37377.42,10,1
188593.90,19,0
101850.32,26,0
169631.38,137,0
-5468.53,50,0
-26884.77,45,1
77560.63,137,0
17533.17,84,0
136847.69,53,0
219766.13,182,0
226732.20,153,0
219954.98,228,0
-6673.65,38,1
150643.31,5,0
35017.39,208,0
125323.17,78,0
-21169.08,179,0
110181.44,74,0
219321.78,19,1
71761.83,121,0
10294.87,202,0
129563.52,85,0
-39111.95,225,0
9151.96,82,1
-41279.73,125,0
-48411.28,205,1
228553.98,187,0
-48776.66,118,0
-13729.22,138,1
120849.13,112,0
28727.25,46,0
168192.05,23,0
145263.02,227,0
161693.46,30,0
-21370.28,183,1
191216.35,40,0
247512.04,115,0
124761.92,130,0
241888.65,93,0
43194.13,106,0
221772.27,24,0
167277.48,235,0
184613.85,227,0
118582.25,143,0
-23358.08,6,1
-26293.43,128,1
204454.21,35,0
134699.78,47,0
85331.56,217,0
105326.28,125,0
94360.42,23,1
51525.93,20,1
42592.23,236,0
216543.76,1,0
96204.25,86,0
156176.23,198,0
195545.74,19,0
25099.31,2,0
195758.99,109,0
8371.23,134,0
219170.77,186,0
149587.68,129,1
74817.03,191,0
177358.16,213,0
143448.35,161,0
50682.40,76,1
100583.43,133,0
-47782.12,4,1
15591.17,236,0
204552.20,53,0
71420.31,155,0
222871.75,11,0
244228.48,43,0
111957.71,203,1
-25472.67,103,0
97337.39,13,0
192237.18,239,0
213432.29,93,0
139510.36,114,0
93138.95,108,0
220394.14,28,0
125345.49,15,1
90191.99,162,0
66469.52,215,0
144906.57,42,0
109423.84,117,0
248576.99,29,0
242630.06,35,0
4181.27,86,1
-14752.16,119,1
91488.29,226,0
214066.07,26,1
8196.66,3,1
29593.73,222,0
101076.75,81,0
121056.64,231,0
-32174.91,203,0
163886.40,104,0
226727.79,192,0
147414.37,60,0
62747.76,153,0
-47202.26,163,1
140070.58,214,0
140752.31,173,0
231728.50,9,0
10143.72,144,1
248460.29,138,0
2850.30,173,0
158461.51,239,0
219708.35,137,0
230093.47,37,0
138152.62,54,0
-8775.85,121,0
225862.91,111,0
102112.99,48,1
95960.91,113,0
-39639.76,190,0
154278.90,52,0
56984.82,239,0
43499.21,147,0
186876.27,94,0
187396.72,163,0
87979.63,52,0
162040.89,116,0
62268.77,155,0
-34545.17,162,1
130195.50,122,0
-948.72,8,1
57366.75,136,1
-48664.31,218,0
210796.70,26,0
169646.01,155,0
16500.22,176,0
-34420.75,37,0
19171.77,136,0
-3741.62,198,0
47113.06,142,0
231650.18,143,0
111684.59,64,0
43474.59,39,1
28980.89,79,1
58999.42,77,1
95213.76,235,0
103122.96,36,0
140174.30,141,0
152213.88,117,0
124057.40,38,1
246983.83,148,0
171447.39,74,0
76253.40,53,1
-7126.80,145,0
-8455.65,200,0
116364.83,92,0
203435.70,237,0
193806.05,111,0
57441.37,142,0
222642.29,56,0
245521.93,30,1
122636.39,131,0
25488.33,227,1
70170.06,177,0
109189.51,11,0
67202.52,83,0
-8994.16,225,0
136723.81,57,0
-44886.29,137,0
92632.35,148,0
-37005.18,67,1
72910.96,153,0
55025.54,94,1
161611.87,115,0
243528.66,44,0
237984.01,91,0
28050.71,238,0
194917.18,208,0
31188.55,234,0
207082.29,149,0
215189.77,150,0
222186.15,222,0
181368.56,52,0
232072.08,181,0
41184.33,58,1
46431.25,5,1
169126.23,111,0
117687.23,172,0
-30613.05,105,1
587.85,19,1
230082.85,34,0
-33103.24,97,0
78916.64,102,0
168297.49,201,0
229305.36,17,0
116207.55,46,0
-7479.32,47,1
90596.67,14,0
73019.30,65,0
-17834.01,32,1
41984.83,92,0
199211.31,40,0
-33768.58,192,0
10730.14,102,1
93869.30,61,0
225777.88,176,0
228861.26,220,0
117296.51,78,0
-17739.32,132,1
11437.02,121,0
14495.88,72,0
-29203.43,156,1
208272.66,194,0
118827.29,177,0
65825.88,192,0
49693.98,6,1
87401.16,58,0
234175.24,229,0
23484.11,28,1
30455.76,144,1
82940.03,108,1
91672.24,8,0
249028.39,14,0
142943.99,116,0
118008.70,109,0
247020.56,124,0
-7103.33,94,1
111466.80,56,0
47457.70,142,0
174938.94,156,0
-21066.49,231,0
206069.41,134,0
155927.72,216,0
7458.70,66,1
136010.82,164,0
-35624.43,82,1
211286.99,36,0
-29319.45,184,0
-47283.27,103,1
222509.31,225,0
-48424.18,182,0
142594.66,135,0
-17406.54,202,0
-32037.25,151,1
62132.24,36,1
-47590.00,154,1
109040.92,162,1
31764.37,179,0
16140.81,26,0
171956.80,170,0
87365.50,83,0
121942.79,145,0
230937.13,186,0
-38395.52,115,1
101656.73,178,0
188416.31,17,0
35062.22,79,1
-27282.81,43,0
81829.40,154,0
-43171.38,55,0
-26703.27,148,0
126078.10,119,0
195638.82,134,0
85242.62,188,0
127223.98,139,0
155955.46,79,0
222355.96,120,1
64359.88,72,0
-25632.11,113,1
-22666.20,168,0
164019.78,225,0
207674.71,131,0
83122.88,85,1
121596.63,57,0
222818.61,146,0
34998.02,71,0
188571.40,110,0
223570.28,45,0
-16606.00,27,1
248764.85,68,0
-37820.17,169,1
227983.55,174,0
203506.29,159,0
116519.89,111,0
82242.01,111,0
-42005.62,184,0
-21403.10,194,1
-25218.52,188,0
60572.02,23,1
219293.42,226,0
42651.38,175,0
208369.18,54,0
206213.65,224,0
190982.16,9,0
245045.96,82,0
85682.56,162,0
110976.07,138,0
-37519.15,7,1
1012.24,204,0
235336.03,90,0
157262.71,158,0
240848.63,118,0
185855.14,177,0
-1598.18,232,0
43180.53,110,1
34573.76,202,0
226657.10,188,0
236272.02,191,0
231397.58,113,0
-37556.16,201,0
-558.30,15,1
172144.10,199,0
-2360.67,164,0
-33182.01,190,0
210351.51,80,0
116255.07,111,0
61906.68,99,0
46684.36,33,0
174081.89,85,0
240671.54,189,0
196136.78,131,0
73991.64,168,0
134959.61,126,0
236797.75,63,0
-7806.01,235,0
62127.93,75,0
188991.71,78,0
117666.87,4,0
140572.18,220,0
139594.18,54,0
-33650.04,146,0
15566.04,16,1
165904.05,29,0
71821.56,120,0
-42342.30,60,0
120699.45,182,0
11547.18,108,0
2215.94,237,0
130432.33,51,0
193954.47,24,0
226944.27,146,0
38854.84,31,1
212902.00,158,0
52035.27,133,0
-23234.90,235,0
212030.90,95,1
195327.88,59,0
70346.92,133,0
248766.86,46,0
198006.57,92,0
78897.18,113,1
148766.26,141,0
210273.93,26,0
235574.43,112,0
138077.92,109,0
163631.75,233,0
243689.57,218,0
118951.60,235,0
161829.19,151,0
183217.86,97,0
34514.46,54,1
228043.95,122,0
146348.55,63,0
10957.87,20,1
-3930.62,69,1
193284.96,118,0
183899.47,178,0
144011.85,137,0
24187.05,53,0
-29968.99,63,1
213160.14,14,0
228861.69,166,0
92350.49,87,0
190975.17,137,0
131491.37,112,0
241917.74,120,0
121804.92,19,1
102800.74,72,1
205776.72,41,0
9059.33,11,1
-42919.25,227,0
239676.99,71,0
68404.58,87,0
43824.04,86,0
119556.35,103,0
97408.30,146,1
187707.67,96,0
190425.71,141,0
184756.49,228,0
32541.59,13,1
180788.19,182,0
35039.82,186,0
20382.23,37,1
25906.85,144,0
167141.18,117,0
-3786.89,125,0
86898.71,148,0
155561.74,218,0
210649.83,24,0
129296.36,34,0
-11851.84,222,0
13046.32,136,0
203525.26,122,0
117078.02,93,0
85675.93,87,0
57448.71,2,1
-8835.80,106,1
141637.28,177,1
29840.62,47,1
192817.77,67,0
184999.12,209,0
242631.25,208,0
172554.89,19,0
37830.09,187,0
82086.26,5,1
187335.15,49,0
24595.89,240,0
62461.11,23,1
154361.24,30,0
232950.14,128,0
75349.69,138,1
133549.28,195,0
-28597.48,121,1
210751.26,51,0
40867.31,74,1
195788.88,28,0
-11267.13,32,1
148847.85,145,0
139537.86,40,0
-28122.34,147,1
59849.28,121,1
19858.64,28,1
193826.88,123,0
14485.18,210,0
208735.24,130,0
125974.35,153,0
114847.61,217,0
144377.73,179,0
-8026.93,112,1
58141.59,230,0
138518.12,75,0
26786.21,163,0
116320.90,89,0
146376.64,224,0
201051.17,55,0
166222.54,75,0
155018.97,61,0
122137.12,108,0
110919.77,202,0
222552.67,217,0
-22458.80,65,1
203052.78,16,0
105113.30,3,1
108419.07,55,1
-11955.26,163,0
173477.42,147,0
18126.99,57,0
112438.25,231,0
-48981.95,1,1
-13847.59,101,1
88954.06,124,0
59296.58,153,0
97345.85,140,0
-31743.81,123,1
-16339.42,142,1
163300.25,70,0
166681.49,178,0
9867.71,204,1
219533.63,238,0
-15393.79,57,0
55023.05,97,0
-27296.86,6,0
31989.43,206,0
-41607.43,73,1
197972.49,83,0
91312.03,50,0
230275.21,221,0
170914.09,114,1
20344.30,240,0
79988.14,159,0
146205.02,205,0
239799.74,20,0
-27931.66,59,1
85868.34,63,1
182947.50,144,0
127075.28,196,0
137230.71,159,0
242876.79,18,0
-20602.62,104,1
-32404.45,177,1
190457.68,82,0
74756.00,152,0
35399.20,120,0
103349.83,20,0
3540.83,38,1
17982.66,95,0
237071.68,153,0
153361.05,204,0
47140.32,162,0
92133.42,45,1
-44953.53,201,0
113561.45,116,0
154972.76,65,0
56667.11,69,0
19555.04,189,0
182562.45,185,0
228647.53,155,0
196162.03,11,0
227258.70,67,0
86293.28,31,0
186488.68,227,0
109636.96,83,1
19620.60,232,0
226689.62,230,0
100078.09,187,0
30911.10,17,1
18087.17,110,0
230165.61,40,0
113403.77,164,0
87730.15,180,0
248349.81,230,0
166047.54,67,0
49363.88,14,1
-32404.71,198,0
91660.83,197,0
-41063.35,100,1
-24850.12,103,0
205642.42,32,1
247189.21,66,0
-47123.85,238,0
2404.84,180,0
44675.46,95,0
4394.60,228,0
90864.92,85,0
7663.84,217,0
111012.24,194,0
99343.92,239,0
91873.28,224,0
-44423.65,152,1
8065.51,144,0
152731.99,103,0
-16243.41,91,1
16058.88,143,1
13315.73,177,0
44080.78,104,0
130820.79,76,0
203147.06,225,0
48449.69,145,0
14464.78,175,0
122194.43,13,0
136901.86,35,0
88556.90,174,1
119653.97,146,0
123680.43,12,0
160573.94,144,0
73757.47,219,0
111655.58,104,0
46711.30,121,0
194456.87,71,0
111424.27,33,0
98644.45,22,1
219642.51,186,0
3877.88,148,0
61194.13,88,0
227551.68,235,0
98265.70,129,0
27866.29,76,0
28702.63,198,0
167920.80,217,0
176702.69,156,0
66818.22,56,1
30947.59,59,1
88464.30,21,0
-35561.50,232,0
85717.26,178,0
141781.59,118,0
36065.39,169,0
40011.88,187,0
81521.87,204,0
-17910.51,44,0
-31404.58,123,0
-41147.57,109,1
37108.33,15,1
9919.20,3,1
129363.88,227,0
44484.35,59,1
78327.25,197,0
117896.39,213,0
47517.32,134,0
95369.72,230,0
86115.92,4,1
106999.71,237,0
143882.04,197,0
154458.14,64,0
13291.76,95,0
160344.26,68,0
125478.11,30,0
46472.78,75,0
248734.84,110,0
240287.35,144,0
68026.74,169,0
204602.19,217,0
151460.79,135,0
64758.69,17,1
31928.35,237,0
92148.89,109,0
170492.67,179,0
99161.46,34,0
-28166.22,39,1
126250.42,87,0
26160.36,48,1
72605.55,38,0
84525.37,160,0
221760.94,104,0
185618.28,222,0
72140.94,81,0
166446.47,231,0
164535.64,47,0
96737.56,139,0
85047.94,219,0
61895.15,36,1
78982.24,133,0
155612.07,179,0
27613.06,200,0
225557.40,83,0
57801.09,21,1
171329.89,181,0
165218.10,143,0
110658.23,135,0
6668.03,180,0
-43290.48,132,1
237208.95,81,0
171457.87,187,0
161362.57,117,1
111917.74,240,0
73684.18,238,0
147046.00,120,0
63938.18,61,1
67479.13,213,0
39199.78,218,0
133856.20,17,1
163976.84,40,0
234717.79,63,0
131003.80,134,0
-11925.63,17,1
230016.41,173,0
-9212.16,153,0
14638.43,115,0
49199.08,167,0
-8238.06,156,0
-30898.18,207,0
171655.06,184,0
229177.93,27,0
203395.91,148,0
64968.99,109,0
244902.87,4,0
150949.16,164,0
242709.34,221,0
176490.87,143,0
60636.35,149,0
13250.53,75,1
55264.17,169,0
79574.23,18,0
212633.13,217,0
160663.41,134,0
128196.12,76,0
158064.59,173,0
55132.08,4,1
131461.89,227,0
144955.54,183,0
-27393.44,186,0
230209.67,109,0
72853.90,150,0
249455.02,84,0
3776.97,56,1
249109.28,10,1
-6621.74,70,1
-10337.24,179,0
-43433.82,124,1
232947.21,218,0
108280.93,148,1
21568.43,193,0
-36925.49,240,0
52348.10,181,0
78485.97,212,0
-38525.76,112,1
134893.98,76,0
223867.45,53,1
-26464.31,194,1
63984.95,95,0
239372.59,168,0
19279.94,187,1
30393.76,185,0
42666.96,173,0
42203.51,177,0
237816.52,173,0
-24225.57,72,1
184009.38,64,0
-42262.92,148,0
-3937.92,216,0
239231.16,216,0
230474.31,35,0
13712.26,35,1
63154.46,67,1
238162.01,7,0
53993.08,34,1
221381.21,20,0
185219.56,148,0
50352.68,140,0
-29792.49,193,1
70184.55,211,0
-23905.94,27,1
201473.29,18,1
225390.73,62,0
69510.37,158,0
163479.08,51,0
88394.26,105,0
163031.22,15,1
138584.30,169,0
14448.88,70,0
-3938.30,212,0
45500.85,235,0
205881.38,3,0
39886.86,16,1
121488.71,22,1
162020.14,142,0
148133.89,38,1
13541.61,53,1
-46409.59,65,1
13882.97,219,0
115312.79,194,0
-15811.32,131,1
175807.10,31,1
167416.34,125,0
103921.38,86,0
182032.88,202,0
76795.26,105,1
23247.58,51,1
73158.83,165,0
83807.20,229,0
28779.84,14,0
26619.06,122,0
26398.60,57,0
15730.75,106,1
59942.44,211,0
218083.51,82,0
4615.46,207,0
190980.60,106,0
237333.96,208,0
102445.65,40,0
247231.05,207,0
224951.02,160,0
-39487.39,120,1
122936.62,227,1
-14821.55,25,0
224800.09,188,0
-7800.43,10,0
129389.73,180,0
-27303.16,206,1
109744.64,14,1
48912.76,115,0
-6538.73,168,0
833.07,125,0
59676.79,134,1
16986.84,126,0
140623.63,33,1
182724.85,141,0
184504.65,234,0
134145.74,145,0
108882.08,22,0
212756.21,198,0
-11685.98,34,0
62451.43,52,1
221426.20,102,0
38769.61,58,0
-10391.08,8,1
239192.06,184,0
9292.51,204,0
-6971.33,26,1
-48186.03,215,1
115291.03,36,0
14756.39,152,0
10788.65,61,1
154769.28,209,0
-3847.01,186,0
168623.06,234,0
141993.66,98,0
228286.33,155,0
159470.34,93,0
114257.72,12,1
150253.07,131,0
90879.04,127,0
248067.43,208,0
-23257.05,142,1
100638.60,39,0
44760.18,115,0
58348.79,19,1
81357.57,108,1
-1311.37,217,0
27441.28,234,0
164901.22,51,0
124682.33,47,0
119203.55,195,0
244543.97,154,0
132142.91,130,0
76529.26,41,1
-36255.57,16,1
225610.02,71,0
-34593.56,24,1
226602.05,120,0
-11243.24,142,1
191817.30,85,0
116062.83,211,0
143899.97,207,0
187582.77,140,1
147372.34,169,0
34326.27,237,0
-16076.43,160,0
72229.47,111,0
47365.62,32,1
66019.80,137,0
551.04,114,1
161529.84,9,0
-35939.56,60,1
87222.17,11,1
160739.34,37,0
-41886.70,215,0
-37255.01,76,0
223731.59,22,0
-12538.34,169,1
23866.54,24,1
35462.86,45,1
61786.25,226,0
-37397.26,155,0
26053.80,190,0
-7273.94,114,0
126022.10,159,0
27189.25,100,1
34050.90,82,0
-5186.32,4,1
179804.18,82,0
172682.76,84,0
132462.84,95,0
-36306.63,9,1
4455.25,86,1
151793.03,140,0
65512.00,41,1
131793.85,139,0
-10508.44,234,0
22766.13,63,0
-29613.99,15,1
169773.03,70,1
111477.30,25,0
171817.20,76,0
209791.07,238,0
232252.17,79,0
-17408.94,206,0
-8950.19,127,1
106202.29,65,1
24265.41,13,1
190009.54,71,0
101260.00,118,0
-36054.10,146,0
17658.14,231,0
211808.30,225,0
-42664.35,84,0
242973.35,87,0
78741.35,96,0
161732.84,142,0
-497.51,136,1
30569.76,139,0
28884.61,178,1
42213.78,20,1
25245.88,52,0
25975.36,185,0
131477.72,31,0
170158.41,76,0
78856.11,72,0
61856.70,184,0
22536.65,28,0
135355.10,10,0
176579.49,53,0
180416.47,217,0
156609.34,18,0
154072.46,139,0
55118.99,25,0
-15973.52,10,1
200863.12,177,0
85555.06,114,1
216907.48,201,0
644.46,205,0
-1584.64,227,1
184768.42,46,1
109896.64,44,0
180145.47,159,0
-32616.96,35,1
231069.15,43,1
90941.93,159,0
152492.51,94,0
199196.51,65,0
-14963.74,109,0
56144.08,229,0
202386.09,16,0
139871.99,56,0
223987.31,163,0
-2941.66,196,1
146595.71,19,0
54353.37,144,0
78115.40,191,0
151443.01,138,0
104840.50,63,1
76971.63,25,0
-16537.76,101,1
-47488.02,34,1
12008.11,212,0
75768.41,213,0
230945.48,216,0
42207.99,152,1
127582.71,228,0
54721.59,63,1
174750.25,203,0
28219.47,116,0
-35976.40,30,1
13442.06,186,0
216354.67,186,0
186418.53,21,0
45796.29,97,0
125170.98,43,0
142151.21,212,0
134483.62,197,0
173929.71,229,0
150156.59,54,0
33505.91,56,1
-2818.56,76,1
206185.29,218,0
114906.17,105,0
137598.82,38,0
26800.08,159,0
88919.23,184,0
74925.21,107,1
114634.07,11,0
6732.49,229,1
160964.31,94,0
176929.21,229,0
21885.67,206,0
175654.42,11,0
179115.34,59,0
243358.02,162,0
86393.78,25,0
188553.74,49,0
236869.42,63,0
-14255.60,95,1
105014.10,233,0
96578.11,209,0
153800.07,24,1
12300.26,6,1
187166.67,7,1
71979.85,105,0
-19446.34,78,1
38987.79,13,1
37322.56,99,0
63138.99,136,0
-15104.26,172,0
-40613.06,80,1
233775.46,192,0
109077.85,40,1
241219.77,97,0
240331.37,213,0
210206.78,95,0
38806.89,57,1
17752.22,43,0
169515.18,116,0
-46528.57,130,1
-7726.04,234,1
125160.39,239,0
-11505.71,25,1
170306.14,48,0
245108.25,239,0
60003.34,70,0
52057.63,97,0
20649.61,57,0
69917.58,54,0
125960.84,172,0
181982.99,237,0
118743.45,157,0
90736.21,216,0
1756.22,207,0
67632.67,74,0
69968.82,214,0
80707.27,24,0
37853.65,151,0
99922.44,203,0
210914.45,74,0
46586.06,153,0
-3549.98,52,1
239928.50,4,0
-48069.64,176,0
-11807.68,58,1
219762.46,134,0
246347.80,183,0
174451.39,16,0
84111.18,145,0
203541.17,16,0
159601.54,140,0
119074.42,233,0
62996.57,42,1
103213.89,184,0
139844.01,67,0
167882.96,101,0
61603.10,84,0
219553.84,83,0
39515.15,55,1
-10556.15,63,0
235546.35,94,0
109326.10,67,1
128582.68,192,0
-3148.86,102,1
207170.21,108,0
80389.81,37,0
61832.74,220,0
219069.24,209,0
223219.51,187,0
96797.94,205,0
217149.04,168,0
225973.78,200,0
17103.72,99,1
82593.55,11,1
-14498.43,236,0
15723.69,41,1
-33855.79,165,1
-15969.34,82,1
209259.18,65,0
188785.72,176,0
22050.24,221,0
170341.24,225,0
180257.58,88,0
-18089.48,58,1
109095.45,92,0
-41018.10,84,1
178711.72,6,0
244066.67,168,0
26742.38,231,0
206568.32,207,0
87101.51,156,0
4447.53,144,0
7266.97,164,0
241515.90,59,1
6449.75,105,0
225630.66,79,0
42317.16,209,0
25731.17,41,1
188817.31,150,0
-25227.49,23,0
48124.69,218,0
160453.94,76,0
88959.12,99,1
-37907.61,75,1
31064.73,34,1
55622.95,25,1
54986.73,165,0
121429.55,97,0
152290.19,72,0
69915.30,78,0
177783.18,27,0
-24873.29,87,0
190588.32,50,0
4290.52,178,0
97807.81,141,0
68060.36,138,0
138146.77,121,0
-9970.82,208,0
47621.82,126,0
151267.02,75,0
165390.39,201,0
233917.60,72,0
194197.85,19,0
231654.44,101,0
21124.22,105,0
224567.54,182,0
8201.32,42,1
11749.08,62,0
134944.21,202,0
241308.31,196,0
92143.11,239,0
237082.80,82,0
243815.82,13,0
-16923.74,184,1
165740.40,87,0
142262.89,30,0
59230.38,35,0
179123.89,218,0
152836.43,43,0
195655.47,38,0
134246.40,212,0
1102.73,155,0
185959.15,91,0
167889.56,194,0
70179.86,200,0
127317.15,165,0
39166.49,100,1
221114.93,135,0
85895.87,79,0
231720.63,119,0
4843.56,142,0
-37489.48,117,0
171289.03,67,0
-8683.41,6,1
87986.32,235,0
122695.92,141,0
82784.08,66,0
126172.97,191,0
17875.50,26,1
-28555.13,123,1
212981.74,48,0
181084.33,193,0
198545.69,66,0
69475.32,206,0
170757.19,83,0
79880.51,88,0
219637.84,52,0
182489.14,29,0
184874.90,1,1
248772.29,236,0
228965.80,239,0
165996.49,196,0
-26655.99,139,0
170779.43,182,0
88856.67,88,0
71016.48,167,0
-37243.68,211,0
-32567.58,110,0
135465.43,159,0
129765.80,67,0
223765.24,20,0
246340.02,76,1
230212.23,50,0
181769.57,11,0
71434.00,57,0
183547.46,221,0
231980.01,131,0
-27997.44,53,1
226195.86,15,0
14161.80,207,1
70824.54,69,0
174916.52,78,0
249720.53,60,0
-24124.49,214,0
12931.78,105,0
-14031.28,168,0
162.26,60,1
-6511.67,184,0
-20060.72,45,1
140379.94,221,0
-5574.84,7,1
39062.51,88,1
9886.56,154,0
-22484.64,13,1
-7766.95,35,1
192983.08,132,0
246261.90,146,0
177986.33,33,0
154607.56,132,0
-309.58,219,0
212034.77,76,0
29188.15,173,0
-1610.20,46,1
53983.94,164,0
174074.05,211,0
221678.45,212,0
241558.85,31,0
-19397.31,22,1
48327.73,11,1
87998.28,203,0
116967.72,80,0
174954.69,112,0
132135.86,76,0
103464.79,228,0
49196.83,57,1
-41528.91,70,1
239521.48,55,0
232304.91,95,0
43877.27,133,0
-35472.18,72,1
136129.60,87,0
248521.80,48,0
212499.68,51,0
15933.58,127,1
226981.75,74,0
-19266.18,73,1
248419.89,54,0
117561.39,47,1
158594.67,109,0
183506.65,209,0
129927.59,145,0
26280.58,236,0
169880.66,26,0
11238.35,64,1
204884.08,222,0
209286.10,194,0
-24915.80,217,1
51582.56,166,0
175794.82,133,0
24419.37,97,0
35554.43,237,0
240972.89,75,0
132349.31,56,1
205896.76,184,0
141233.53,102,0
249184.76,60,0
220791.97,127,0
197020.21,148,0
137530.54,77,0
70705.00,226,0
187820.66,1,0
